date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;-13,881;-43,093;26,790;61,000
;-13,865;-43,093;26,802;61,000
;-13,865;-43,093;26,790;61,000
;-13,889;-43,093;26,790;61,000
;-13,951;-43,093;26,802;61,000
;-14,045;-43,106;26,790;61,000
;-14,349;-43,093;26,802;61,000
;-14,302;-43,093;26,802;61,000
;-14,271;-43,093;26,790;61,000
;-14,263;-43,093;26,802;61,000
;-14,248;-43,093;26,802;61,000
;-14,232;-43,093;26,802;61,000
;-14,193;-43,093;26,802;61,000
;-14,170;-43,093;26,790;61,000
;-14,177;-43,106;26,802;61,000
;-14,162;-43,106;26,802;61,000
;-14,146;-43,106;26,802;61,000
;-14,146;-43,106;26,802;61,000
;-14,154;-43,106;26,802;61,000
;-14,131;-43,106;26,802;61,000
;-14,341;-43,093;26,815;61,000
;-14,318;-43,093;26,802;61,000
;-14,287;-43,093;26,802;61,000
;-14,271;-43,093;26,802;61,000
;-14,279;-43,093;26,802;61,000
;-14,216;-43,093;26,802;61,000
;-14,201;-43,093;26,815;61,000
;-14,201;-43,093;26,802;61,000
;-14,185;-43,106;26,802;61,000
;-14,154;-43,106;26,815;61,000
;-14,115;-43,106;26,802;61,000
;-14,084;-43,106;26,815;61,000
;-13,998;-43,106;26,802;61,000
;-13,936;-43,106;26,802;61,000
;-14,162;-43,093;26,815;61,000
;-14,115;-43,093;26,802;61,000
;-14,060;-43,093;26,802;61,000
;-14,045;-43,093;26,815;61,000
;-13,943;-43,093;26,802;61,000
;-13,858;-43,093;26,815;61,000
;-13,787;-43,093;26,815;60,000
;-13,725;-43,093;26,802;60,000
;-13,647;-43,106;26,802;60,000
;-13,569;-43,106;26,802;60,000
;-13,483;-43,106;26,802;60,000
;-13,429;-43,106;26,802;60,000
;-13,366;-43,106;26,802;60,000
;-13,319;-43,106;26,802;60,000
;-13,530;-43,093;26,802;60,000
;-13,429;-43,093;26,802;60,000
;-13,358;-43,093;26,815;60,000
;-13,280;-43,093;26,815;60,000
;-13,218;-43,093;26,802;60,000
;-13,132;-43,093;26,802;60,000
;-13,062;-43,093;26,802;60,000
;-13,007;-43,093;26,815;60,000
;-12,945;-43,106;26,802;60,000
;-12,875;-43,106;26,802;60,000
;-12,812;-43,106;26,815;60,000
;-12,750;-43,106;26,802;60,000
;-12,719;-43,106;26,815;60,000
;-12,656;-43,106;26,802;60,000
;-12,867;-43,106;26,815;60,000
;-12,797;-43,106;26,815;60,000
;-12,688;-43,106;26,815;60,000
;-12,664;-43,106;26,815;60,000
;-12,664;-43,106;26,802;60,000
;-12,617;-43,106;26,815;60,000
;-12,594;-43,106;26,815;60,000
;-12,602;-43,106;26,815;60,000
;-12,547;-43,106;26,802;60,000
;-12,532;-43,106;26,815;60,000
;-12,532;-43,106;26,815;60,000
;-12,516;-43,106;26,815;60,000
;-12,461;-43,106;26,815;60,000
;-12,461;-43,106;26,815;60,000
;-12,719;-43,106;26,852;60,000
;-12,680;-43,106;26,815;60,000
;-12,672;-43,106;26,815;60,000
;-12,617;-43,106;26,815;60,000
;-12,594;-43,106;26,815;60,000
;-12,586;-43,106;26,815;60,000
;-12,571;-43,106;26,815;60,000
;-12,547;-43,106;26,815;60,000
;-12,555;-43,106;26,815;60,000
;-12,555;-43,106;26,815;60,000
;-12,532;-43,106;26,815;60,000
;-12,516;-43,106;26,815;60,000
;-12,555;-43,106;26,815;60,000
