date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;8,029;-48,936;22,648;51,000
;8,131;-48,936;22,636;51,000
;8,279;-48,936;22,636;51,000
;8,435;-48,936;22,636;51,000
;8,583;-48,936;22,636;51,000
;8,716;-48,936;22,636;51,000
;8,903;-48,936;22,636;51,000
;9,043;-48,936;22,636;51,000
;9,191;-48,936;22,636;51,000
;9,308;-48,936;22,636;51,000
;9,418;-48,936;22,636;51,000
;9,496;-48,936;22,636;51,000
;9,605;-48,936;22,636;51,000
;9,659;-48,936;22,636;51,000
;9,589;-48,936;22,636;51,000
;9,613;-48,936;22,636;51,000
;9,620;-48,936;22,636;51,000
;9,667;-48,936;22,636;51,000
;9,706;-48,936;22,636;51,000
;9,761;-48,936;22,636;51,000
;9,784;-48,936;22,636;51,000
;9,800;-48,936;22,636;51,000
;9,847;-48,936;22,636;51,000
;9,893;-48,936;22,636;51,000
;9,940;-48,936;22,636;51,000
;9,956;-48,936;22,636;51,000
;10,003;-48,936;22,623;51,000
;10,057;-48,936;22,623;51,000
;10,073;-48,936;22,623;51,000
;10,120;-48,936;22,623;51,000
;10,104;-48,936;22,636;51,000
;10,081;-48,936;22,636;51,000
;10,151;-48,936;22,623;51,000
;10,174;-48,936;22,623;51,000
;10,205;-48,936;22,623;51,000
;10,221;-48,936;22,623;51,000
;10,205;-48,936;22,623;51,000
;10,237;-48,936;22,623;51,000
;10,276;-48,936;22,623;51,000
;10,299;-48,936;22,623;51,000
;10,315;-48,936;22,623;51,000
;10,307;-48,936;22,623;51,000
;10,237;-48,936;22,623;51,000
;10,291;-48,936;22,623;51,000
;10,330;-48,936;22,623;51,000
;10,330;-48,936;22,623;51,000
;10,307;-48,936;22,623;51,000
;10,299;-48,936;22,623;51,000
;10,307;-48,936;22,611;51,000
;10,276;-48,936;22,623;51,000
;10,252;-48,936;22,623;51,000
;10,221;-48,936;22,623;51,000
;10,174;-48,936;22,623;51,000
;10,104;-48,936;22,611;51,000
;10,073;-48,936;22,611;51,000
;10,018;-48,936;22,623;51,000
;9,792;-48,936;22,611;51,000
;9,737;-48,936;22,611;51,000
;9,714;-48,936;22,611;51,000
;9,667;-48,936;22,611;51,000
;9,636;-48,936;22,611;51,000
;9,628;-48,936;22,611;51,000
;9,605;-48,936;22,611;51,000
;9,566;-48,936;22,611;51,000
;9,535;-48,936;22,611;51,000
;9,472;-48,936;22,611;51,000
;9,371;-48,936;22,611;51,000
;9,324;-48,936;22,611;51,000
;9,230;-48,936;22,611;52,000
;9,223;-48,936;22,611;52,000
;9,067;-48,936;22,611;52,000
;8,996;-48,936;22,611;52,000
;8,950;-48,936;22,611;52,000
;8,887;-48,936;22,611;52,000
;8,864;-48,936;22,611;52,000
;8,755;-48,936;22,611;52,000
;8,653;-48,936;22,611;52,000
;8,606;-48,936;22,611;52,000
;8,552;-48,936;22,611;52,000
;8,482;-48,936;22,611;52,000
;8,443;-48,936;22,611;52,000
;8,427;-48,936;22,611;52,000
;8,411;-48,936;22,611;52,000
;8,396;-48,936;22,611;52,000
;8,294;-48,936;22,611;52,000
;8,294;-48,936;22,611;52,000
;8,294;-48,936;22,611;52,000
;8,240;-48,936;22,611;52,000
;8,232;-48,936;22,611;52,000
;8,201;-48,936;22,611;52,000
;8,185;-48,936;22,611;52,000
;8,177;-48,936;22,598;52,000
;8,146;-48,936;22,598;52,000
;8,107;-48,936;22,611;52,000
;8,107;-48,936;22,598;52,000
;8,076;-48,936;22,598;52,000
;8,053;-48,936;22,598;52,000
;8,029;-48,936;22,598;52,000
;7,936;-48,936;22,598;52,000
;7,936;-48,936;22,598;52,000
;7,904;-48,936;22,598;52,000
;7,928;-48,936;22,598;52,000
;7,865;-48,936;22,598;52,000
;7,826;-48,936;22,598;52,000
;7,819;-48,936;22,598;52,000
;7,780;-48,936;22,598;52,000
;7,764;-48,936;22,598;52,000
;7,741;-48,936;22,598;52,000
;7,748;-48,936;22,598;52,000
;7,733;-48,936;22,598;52,000
;7,725;-48,936;22,598;52,000
;7,733;-48,936;22,598;52,000
;7,702;-48,936;22,598;52,000
;7,702;-48,936;22,598;52,000
;7,748;-48,936;22,598;52,000
;7,741;-48,936;22,598;52,000
;7,756;-48,936;22,598;52,000
;7,795;-48,936;22,598;52,000
;7,865;-48,936;22,598;52,000
;7,912;-48,936;22,598;52,000
;7,975;-48,936;22,586;52,000
;8,045;-48,936;22,598;52,000
;8,154;-48,936;22,598;52,000
;8,271;-48,936;22,598;52,000
;8,427;-48,936;22,586;52,000
;8,567;-48,936;22,586;52,000
;8,622;-48,936;22,598;52,000
;8,786;-48,936;22,586;52,000
;8,942;-48,936;22,598;52,000
;9,028;-48,936;22,586;52,000
;9,129;-48,936;22,586;52,000
;9,176;-48,936;22,598;52,000
;9,223;-48,936;22,586;52,000
;9,246;-48,936;22,586;52,000
;9,316;-48,936;22,586;52,000
;9,363;-48,936;22,586;52,000
;9,410;-48,936;22,586;52,000
;9,527;-48,936;22,586;52,000
;9,581;-48,936;22,586;52,000
;9,550;-48,936;22,586;52,000
;9,433;-48,936;22,586;52,000
